name,category,ratings,reviews,tags,url,stars,desc,parent,flavor
The Sheriff,Hybrid,3,1,"dry-eyes, relaxed, sleepy, uplifted, earthy, woody, eye-pressure, addadhd, bipolar-disorder, ptsd.",https://www.leafly.com/Hybrid/the-sheriff,3,"The Sheriff is a sativa-dominant hybrid cross between Chemdawg 91 and SFV OG Kush, two classic staples known for their potent cerebral euphoria. Taking after its parents, The Sheriff’s uplifting effects shake creativity and happiness awake while lending a physical relaxation conducive to rest or meditation.",.,"Earthy, Woody."
The Sister,Indica,7,5,"relaxed, uplifted, aroused, tingly, creative, dry-mouth, sweet, diesel, skunk, citrus, pine, pain, insomnia, depression, headaches, lack-of-appetite, addadhd, anxiety, arthritis, bipolar-disorder, fibromyalgia.",https://www.leafly.com/Indica/the-sister,4.145,"The Sister is an 80/20 indica-dominant strain that is said to be a rare “sister” cut of Chemdawg. Although led by indica genetics, The Sister provides uplifting, clear-headed euphoria that leaves the mind awake and nimble for creative endeavors while also kick-starting the appetite. Like her sister, this strain takes on a sweet citrus and sour diesel aroma.",.,"Sweet, Diesel, Skunk."
The Third Dimension,Hybrid,32,17,"energetic, happy, uplifted, creative, euphoric, anxious, citrus, sweet, orange, apricot, mango, pain, stress, muscle-spasms, depression, lack-of-appetite, anxiety, ptsd, bipolar-disorder, spinal-cord-injury, addadhd.",https://www.leafly.com/Hybrid/the-third-dimension,4.515,"The Third Dimension, also known as 3D, from TGA Genetics combines the best of three potent parent strains: Apollo 13, Jack’s Cleaner, and Space Queen. This sativa-dominant hybrid will gently lift you into a creative cerebral space devoid of stress, and with larger doses comes the more powerful metaphysical experience implied by 3D’s name. It may be difficult to resist the pungent, fruity aroma of mango, pineapple, and lemon, but novice cannabis consumers are urged to approach this heavy-hitter with caution. Growers praise 3D for its short maturation cycle that gives rise to moderate yields of sharply pointed buds blanketed in resin following an indoor flowering time of 45 to 50 days.","Apollo 13, Jack's Cleaner, Space Queen.","Citrus, Sweet, Orange."
The Truth,Hybrid,73,50,"relaxed, sleepy, happy, euphoric, uplifted, dry-mouth, dry-eyes, earthy, tropical, pine, grape, blueberry, stress, insomnia, headaches, pain, depression, anxiety, ptsd, hypertension, arthritis, cancer.",https://www.leafly.com/Hybrid/the-truth,4.615,"The Truth by True Canna Genetics is a rare indica-dominant strain that crosses Triangle Kush with a SFV OG and a backcrossed Chemdawg hybrid. Its heavy painkilling properties are accented by an earthy, spicy aroma characteristic of Kush varieties. The Truth is a colorful high-yielding strain that flowers in 63 days indoors or in early October for outdoor gardens.","Triangle Kush, Chemdawg, SFV OG.","Earthy, Tropical, Pine."
The Void,Hybrid,45,35,"relaxed, sleepy, happy, dry-mouth, hungry, dry-mouth, dry-eyes, paranoid, dizzy, headache, skunk, earthy, sweet, berry, pungent, stress, insomnia, pain, depression, lack-of-appetite, anxiety, migraines, addadhd, ptsd, bipolar-disorder.",https://www.leafly.com/Hybrid/the-void,4.32,"The Void, also known as Purple Apollo 13, is a sativa-dominant hybrid cross between Apollo 13 and Querkle from TGA Genetics. It tastes similar to grape saltwater taffy and provides a soaring, motivational high.","Apollo 13, Querkle.","Skunk, Earthy, Sweet."
The White,Hybrid,278,204,"relaxed, happy, euphoric, uplifted, sleepy, dry-mouth, dry-eyes, dizzy, paranoid, headache, earthy, pine, woody, pungent, sweet, stress, pain, insomnia, depression, lack-of-appetite, anxiety, migraines, pms, gastrointestinal-disorder, anorexia.",https://www.leafly.com/Hybrid/the-white,4.575,"This mysterious strain, supposedly from somewhere in Florida and originally called “Triangle,” is aptly named; The White is covered with so many white trichomes that the buds look like they were rolled in confectioner’s sugar. While it looks much like an OG in structure and certainly has the potency associated with the best OG Kush cuts, it has little of the smell or flavor found in those West Coast favorites. In fact, The White is actually known for a distinct lack of odor or flavor, leaving some to pass it over in favor of other more pungent varieties. The high is usually described as a true hybrid effect with equal body and head sensation, and definitely very potent.",.,"Earthy, Pine, Woody."
The Wife,Hybrid,11,6,"relaxed, happy, uplifted, aroused, creative, sweet, tree-fruit, plum, earthy, pain, muscle-spasms, inflammation, depression, fatigue, spinal-cord-injury, arthritis.",https://www.leafly.com/Hybrid/the-wife,4.635,"The Wife by Terrapin Care Station is a robust CBD hybrid with a nearly 20:1 CBD/THC ratio. While the genetics remain unknown, The Wife delivers traditional CBD-rich elements including the flavor of fresh cherries and soothing physical effects without psychoactivity. Enjoy this strain to curb a variety of physical ailments such as nausea, chronic pain, migraines, and chemotherapy side effects.",.,"Sweet, Tree Fruit, Plum."
Thelonious Skunk,Hybrid,5,3,"relaxed, uplifted, dry-eyes, focused, euphoric, skunk, citrus, lemon, sweet, stress, depression, insomnia, pain, addadhd, anxiety, ptsd, arthritis, fibromyalgia.",https://www.leafly.com/Hybrid/thelonious-skunk,4.4,"Thelonious Skunk, named for Colorado Seed Inc.’s favorite jazz musician, Thelonious Monk, is the funky lovechild of Island Sweet Skunk and Nina Limone. This upbeat, bebopping combo exhibits tropical flavors like citrus trees and sweet earth, mixed with a distinct skunky undertone. Its bouquet of diverse smells aligns well with its energizing effects, which wrap the consumer in a pleasant, upbeat haze that helps combat depression and lethargy.","Island Sweet Skunk, Nina Limone.","Skunk, Citrus, Lemon."
Thin Mint Girl Scout Cookies,Hybrid,585,421,"euphoric, relaxed, happy, uplifted, creative, dry-mouth, dry-eyes, dizzy, paranoid, anxious, minty, sweet, mint, earthy, pungent, stress, pain, depression, nausea, lack-of-appetite, anxiety, ptsd, addadhd, arthritis, migraines.",https://www.leafly.com/Hybrid/thin-mint,4.545,"Thin Mint, a hybrid cross containing Durban Poison and OG Kush genetics, is a phenotype of the legendary Girl Scout Cookies strain. Dark green and royal purple hues peek through a heavy coat of crystals, with a sweet minty smell that gives a full explanation of this strain’s name. Thin Mint calls upon the powers of its indica, sativa, and hybrid ancestors for a powerful full-body effect that gives this strain its sterling reputation. The high psychoactivity of this strain is not for novice consumers, but patients with a variety of symptoms are giving Thin Mint their seal of approval: severe pain, nausea, swelling, insomnia, and appetite loss are no match for the potency of Thin Mint.","Durban Poison, OG Kush.","Minty, Sweet, Mint."
Think Different,Hybrid,21,14,"relaxed, happy, creative, euphoric, energetic, dry-mouth, dry-eyes, paranoid, flowery, tropical, honey, blue-cheese, pineapple, stress, pain, depression, fatigue, eye-pressure, anxiety, tinnitus, ptsd, bipolar-disorder, addadhd.",https://www.leafly.com/Hybrid/think-different,4.335,"Think Different is a durable plant with strong sativa effects that leave consumers feeling dreamy and relaxed. A colorful and well-rounded strain from Dutch Passion, Think Different provides a balance of hybrid genetics concocted by crossing AK-420 with the automatic-flowering capabilities of an undefined ruderalis strain. The sweet and spicy aroma will entice you, while the fast-acting, uplifting high will give a boost to your creativity and help you think outside the box.",.,"Flowery, Tropical, Honey."
Thor's Hammer,Sativa,36,12,"euphoric, energetic, creative, tingly, talkative, dry-mouth, dry-eyes, paranoid, pungent, sweet, citrus, earthy, honey, depression, stress, fatigue, lack-of-appetite, inflammation, addadhd, bipolar-disorder, gastrointestinal-disorder, anxiety, migraines.",https://www.leafly.com/Sativa/thors-hammer,3.78,"Thor’s Hammer by SnowHigh Seeds is an uplifting sativa strain that combines genetics from Vortex, Cinderella 99, and Acapulco Gold. Like a bolt of lightning commanded by the Norse god himself, Thor’s Hammer delivers an electrifying blast of cerebral energy that awakens creativity and motivation. Its lightweight body effects make this strain a great choice for daytime use, and patients needing to crush fatigue and depression like the giants of Jotunheimr will likely find Thor’s Hammer to be the perfect weapon. You may also find a genetic variant of Thor's Hammer from Alaska that instead combines God Bud and Sour Diesel in a more balanced indica-sativa hybrid cross.","Vortex, Cinderella 99, Acapulco Gold.","Pungent, Sweet, Citrus."
Throwback Kush,Indica,3,3,"dry-mouth, hungry, relaxed, happy, sleepy, earthy, woody.",https://www.leafly.com/Indica/throwback-kush,4.335,"Throwback Kush is an indica-dominant cannabis strain bred by Exotic Genetix. It is a combination of an old-school OG Kush mother from the 1990s and a Green Ribbon BX (backcross) father. The resulting hybrid creates a mix of citrus flavors with a sharp, pungent note that is reminiscent of Pinesol and gives way to relaxing indica effects that are balanced by a dash of uplifting sativa energy.",.,"Earthy, Woody."
Thunderbird Rose,Sativa,6,3,"creative, euphoric, focused, happy, uplifted, rose, sweet, earthy, pine, berry, depression, pain, stress, headaches, fatigue, anxiety, addadhd, ptsd, arthritis, migraines.",https://www.leafly.com/Sativa/thunderbird-rose,4.835,"Thunderbird Rose is a sativa strain bred by Kotton for Rebel Spirit Cannabis of Eugene, Oregon. This strain produces large lime green buds that express engorged trichome-covered calyxes and crimson pistils. Thunderbird Rose is a generous producer that has a healthy resistance to mold and pests. The aroma is floral with notes of deep green forest, fuel, and blueberry. Thunderbird Rose is an uplifting and euphoric cross that arouses creativity and enhances mood.","Blue Dream, OG Kush.","Rose, Sweet, Earthy."
Thunderstruck,Sativa,6,4,"happy, relaxed, uplifted, aroused, creative, pine, spicyherbal, chemical, diesel, earthy, depression, eye-pressure, headaches, inflammation, muscle-spasms, addadhd, anxiety, bipolar-disorder, migraines, pms.",https://www.leafly.com/Sativa/thunderstruck,4.665,"Thunderstruck is a powerful rock ‘n’ roll themed CBD strain without the big hair. Named after the AC/DC song of the same name, you might have guessed that Thunderstruck is the genetic cross of two high-CBD ACDC phenotypes. And just when you thought things couldn't get more metal, Thunderstruck offers consumers a 12:1 CBD/THC ratio that can help ease nausea, abate seizure activity, and reduce inflammation all while keeping the consumer clear headed. The aroma and flavors of Thunderstruck are grassy and subtle. Enjoy this sativa-dominant cross if you are looking for a quality medicinal strain with little to no psychoactive effects.",.,"Pine, Spicy/Herbal, Chemical."
Tickle Kush,Hybrid,8,5,"energetic, happy, creative, euphoric, giggly, dry-mouth, apple, berry, apricot, earthy, spicyherbal, stress, depression, fatigue, pain, anxiety, pms, ptsd, addadhd, arthritis.",https://www.leafly.com/Hybrid/tickle-kush,4.19,"Tickle Kush is a relatively new strain bred by Greenwerkz in Colorado. It is a compelling hybrid that combines the earthy diesel flavors of Chemdawg with the pungent and vigorous LA Kush. Tickle Kush was selected as one of “Earth’s Strongest Strains of 2014” by High Times, claiming THC levels reaching up to 27%. Its short stature and quick flowering period make Tickle Kush a great strain for indoor cultivation. The potent effects are a balanced mixture of a happy sativa head buzz with deep, relaxing indica properties.","Chemdawg, LA Kush.","Apple, Berry, Apricot."
Tiger's Milk,Indica,67,49,"euphoric, relaxed, happy, uplifted, sleepy, dry-mouth, dry-eyes, earthy, flowery, spicyherbal, woody, sweet, pain, muscle-spasms, stress, depression, headaches, anxiety, addadhd, fibromyalgia, ptsd, bipolar-disorder.",https://www.leafly.com/Indica/tigers-milk,4.695,"Tiger’s Milk by Bodhi Seeds is a powerful indica-dominant strain that descends from Bubba Kush and Appalachia. Initially, Tiger’s Milk hits with intense cerebral euphoria, an experience described by its breeders as being borderline psychedelic. Tapering down to restful relaxation over time, this indica is commonly looked to for its pain-relieving and sleepy qualities. Its aroma is a complex mix of earthy notes, led by hints of sweet honey and hashy spice.","Bubba Kush, Appalachia.","Earthy, Flowery, Spicy/Herbal."
